
Minimum time:  760	(0.076 ms)

Test #		Time
5670:		819	(0.0819 ms)
5671:		801	(0.0801 ms)
5672:		800	(0.08 ms)
5673:		864	(0.0864 ms)
5674:		812	(0.0812 ms)
5675:		815	(0.0815 ms)
5676:		844	(0.0844 ms)
5677:		806	(0.0806 ms)
5678:		806	(0.0806 ms)
5679:		839	(0.0839 ms)
5680:		805	(0.0805 ms)
5681:		807	(0.0807 ms)
5682:		846	(0.0846 ms)
5683:		813	(0.0813 ms)
5684:		811	(0.0811 ms)
5685:		852	(0.0852 ms)
5686:		809	(0.0809 ms)
5687:		806	(0.0806 ms)
5688:		870	(0.087 ms)
5689:		809	(0.0809 ms)
5690:		817	(0.0817 ms)
5691:		853	(0.0853 ms)
5692:		809	(0.0809 ms)
5693:		810	(0.081 ms)
5694:		1027	(0.1027 ms)
5695:		971	(0.0971 ms)
5696:		808	(0.0808 ms)
5697:		977	(0.0977 ms)
5698:		1096	(0.1096 ms)
5699:		1268	(0.1268 ms)
5700:		843	(0.0843 ms)
5701:		808	(0.0808 ms)
5702:		805	(0.0805 ms)
5703:		850	(0.085 ms)
5704:		804	(0.0804 ms)
5705:		803	(0.0803 ms)
5706:		800	(0.08 ms)
5707:		847	(0.0847 ms)
5708:		816	(0.0816 ms)
5709:		802	(0.0802 ms)
5710:		843	(0.0843 ms)
5711:		802	(0.0802 ms)
5712:		807	(0.0807 ms)
5713:		835	(0.0835 ms)
5714:		805	(0.0805 ms)
5715:		804	(0.0804 ms)
5716:		839	(0.0839 ms)
5717:		801	(0.0801 ms)
5718:		805	(0.0805 ms)
5719:		840	(0.084 ms)
5720:		816	(0.0816 ms)
5721:		804	(0.0804 ms)
5722:		853	(0.0853 ms)
5723:		804	(0.0804 ms)
5724:		807	(0.0807 ms)
5725:		868	(0.0868 ms)
5726:		1191	(0.1191 ms)
5727:		816	(0.0816 ms)
5728:		846	(0.0846 ms)
5729:		805	(0.0805 ms)
5730:		805	(0.0805 ms)
5731:		840	(0.084 ms)
5732:		813	(0.0813 ms)
5733:		807	(0.0807 ms)
5734:		845	(0.0845 ms)
5735:		806	(0.0806 ms)
5736:		801	(0.0801 ms)
5737:		846	(0.0846 ms)
5738:		807	(0.0807 ms)
5739:		805	(0.0805 ms)
5740:		803	(0.0803 ms)
5741:		843	(0.0843 ms)
5742:		803	(0.0803 ms)
5743:		801	(0.0801 ms)
5744:		851	(0.0851 ms)
5745:		806	(0.0806 ms)
5746:		805	(0.0805 ms)
5747:		842	(0.0842 ms)
5748:		804	(0.0804 ms)
5749:		803	(0.0803 ms)
5750:		840	(0.084 ms)
5751:		807	(0.0807 ms)
5752:		805	(0.0805 ms)
5753:		1162	(0.1162 ms)
5754:		817	(0.0817 ms)
5755:		805	(0.0805 ms)
5756:		851	(0.0851 ms)
5757:		803	(0.0803 ms)
5758:		804	(0.0804 ms)
5759:		840	(0.084 ms)
5760:		806	(0.0806 ms)
5761:		802	(0.0802 ms)
5762:		839	(0.0839 ms)
5763:		807	(0.0807 ms)
5764:		801	(0.0801 ms)
5765:		840	(0.084 ms)
5766:		801	(0.0801 ms)
5767:		801	(0.0801 ms)
5768:		864	(0.0864 ms)
5769:		807	(0.0807 ms)
5770:		801	(0.0801 ms)
5771:		840	(0.084 ms)
5772:		802	(0.0802 ms)
5773:		801	(0.0801 ms)
5774:		808	(0.0808 ms)
5775:		844	(0.0844 ms)
5776:		803	(0.0803 ms)
5777:		806	(0.0806 ms)
5778:		841	(0.0841 ms)
5779:		803	(0.0803 ms)
5780:		824	(0.0824 ms)
5781:		839	(0.0839 ms)
5782:		803	(0.0803 ms)
5783:		772	(0.0772 ms)
5784:		844	(0.0844 ms)
5785:		806	(0.0806 ms)
5786:		804	(0.0804 ms)
5787:		851	(0.0851 ms)
5788:		803	(0.0803 ms)
5789:		807	(0.0807 ms)
5790:		836	(0.0836 ms)
5791:		772	(0.0772 ms)
5792:		796	(0.0796 ms)
5793:		843	(0.0843 ms)
5794:		805	(0.0805 ms)
5795:		803	(0.0803 ms)
5796:		839	(0.0839 ms)
5797:		805	(0.0805 ms)
5798:		800	(0.08 ms)
5799:		831	(0.0831 ms)
5800:		776	(0.0776 ms)
5801:		761	(0.0761 ms)
5802:		796	(0.0796 ms)
5803:		857	(0.0857 ms)
5804:		813	(0.0813 ms)
5805:		802	(0.0802 ms)
5806:		852	(0.0852 ms)
5807:		800	(0.08 ms)
5808:		805	(0.0805 ms)
5809:		842	(0.0842 ms)
5810:		806	(0.0806 ms)
5811:		803	(0.0803 ms)
5812:		839	(0.0839 ms)
5813:		800	(0.08 ms)
5814:		802	(0.0802 ms)
5815:		841	(0.0841 ms)
5816:		813	(0.0813 ms)
5817:		803	(0.0803 ms)
5818:		851	(0.0851 ms)
5819:		803	(0.0803 ms)
5820:		805	(0.0805 ms)
5821:		850	(0.085 ms)
5822:		805	(0.0805 ms)
5823:		799	(0.0799 ms)
5824:		840	(0.084 ms)
5825:		805	(0.0805 ms)
5826:		801	(0.0801 ms)
5827:		840	(0.084 ms)
5828:		805	(0.0805 ms)
5829:		847	(0.0847 ms)
5830:		816	(0.0816 ms)
5831:		847	(0.0847 ms)
5832:		807	(0.0807 ms)
5833:		804	(0.0804 ms)
5834:		844	(0.0844 ms)
5835:		806	(0.0806 ms)
5836:		807	(0.0807 ms)
5837:		832	(0.0832 ms)
5838:		800	(0.08 ms)
5839:		806	(0.0806 ms)
5840:		848	(0.0848 ms)
5841:		1196	(0.1196 ms)
5842:		809	(0.0809 ms)
5843:		1052	(0.1052 ms)
5844:		1277	(0.1277 ms)
5845:		814	(0.0814 ms)
5846:		886	(0.0886 ms)
5847:		1170	(0.117 ms)
5848:		1127	(0.1127 ms)
5849:		1206	(0.1206 ms)
5850:		834	(0.0834 ms)
5851:		809	(0.0809 ms)
5852:		850	(0.085 ms)
5853:		818	(0.0818 ms)
5854:		809	(0.0809 ms)
5855:		851	(0.0851 ms)
5856:		812	(0.0812 ms)
5857:		805	(0.0805 ms)
5858:		851	(0.0851 ms)
5859:		1148	(0.1148 ms)
5860:		809	(0.0809 ms)
5861:		852	(0.0852 ms)
5862:		826	(0.0826 ms)
5863:		816	(0.0816 ms)
5864:		859	(0.0859 ms)
5865:		811	(0.0811 ms)
5866:		809	(0.0809 ms)
5867:		851	(0.0851 ms)
5868:		806	(0.0806 ms)
5869:		817	(0.0817 ms)
5870:		849	(0.0849 ms)
5871:		809	(0.0809 ms)
5872:		809	(0.0809 ms)
5873:		841	(0.0841 ms)
5874:		818	(0.0818 ms)
5875:		810	(0.081 ms)
5876:		846	(0.0846 ms)
5877:		815	(0.0815 ms)
5878:		807	(0.0807 ms)
5879:		807	(0.0807 ms)
5880:		860	(0.086 ms)
5881:		811	(0.0811 ms)
5882:		809	(0.0809 ms)
5883:		852	(0.0852 ms)
5884:		807	(0.0807 ms)
5885:		809	(0.0809 ms)
5886:		861	(0.0861 ms)
5887:		1119	(0.1119 ms)
5888:		798	(0.0798 ms)
5889:		826	(0.0826 ms)
5890:		811	(0.0811 ms)
5891:		877	(0.0877 ms)
5892:		1172	(0.1172 ms)
5893:		811	(0.0811 ms)
5894:		805	(0.0805 ms)
5895:		851	(0.0851 ms)
5896:		806	(0.0806 ms)
5897:		820	(0.082 ms)
5898:		857	(0.0857 ms)
5899:		805	(0.0805 ms)
5900:		807	(0.0807 ms)
5901:		837	(0.0837 ms)
5902:		807	(0.0807 ms)
5903:		806	(0.0806 ms)
5904:		835	(0.0835 ms)
5905:		808	(0.0808 ms)
5906:		803	(0.0803 ms)
5907:		843	(0.0843 ms)
5908:		804	(0.0804 ms)
5909:		810	(0.081 ms)
5910:		857	(0.0857 ms)
5911:		806	(0.0806 ms)
5912:		806	(0.0806 ms)
5913:		836	(0.0836 ms)
5914:		801	(0.0801 ms)
5915:		804	(0.0804 ms)
5916:		801	(0.0801 ms)
5917:		840	(0.084 ms)
5918:		801	(0.0801 ms)
5919:		801	(0.0801 ms)
5920:		835	(0.0835 ms)
5921:		806	(0.0806 ms)
5922:		815	(0.0815 ms)
5923:		838	(0.0838 ms)
5924:		800	(0.08 ms)
5925:		802	(0.0802 ms)
5926:		853	(0.0853 ms)
5927:		812	(0.0812 ms)
5928:		807	(0.0807 ms)
5929:		813	(0.0813 ms)
5930:		798	(0.0798 ms)
5931:		803	(0.0803 ms)
5932:		829	(0.0829 ms)
5933:		764	(0.0764 ms)
5934:		781	(0.0781 ms)
5935:		802	(0.0802 ms)
5936:		801	(0.0801 ms)
5937:		803	(0.0803 ms)
5938:		838	(0.0838 ms)
5939:		808	(0.0808 ms)
5940:		805	(0.0805 ms)
5941:		802	(0.0802 ms)
5942:		848	(0.0848 ms)
5943:		802	(0.0802 ms)
5944:		808	(0.0808 ms)
5945:		849	(0.0849 ms)
5946:		818	(0.0818 ms)
5947:		807	(0.0807 ms)
5948:		849	(0.0849 ms)
5949:		812	(0.0812 ms)
5950:		811	(0.0811 ms)
5951:		842	(0.0842 ms)
5952:		805	(0.0805 ms)
5953:		802	(0.0802 ms)
5954:		820	(0.082 ms)
5955:		762	(0.0762 ms)
5956:		764	(0.0764 ms)
5957:		801	(0.0801 ms)
5958:		805	(0.0805 ms)
5959:		813	(0.0813 ms)
5960:		858	(0.0858 ms)
5961:		805	(0.0805 ms)
5962:		803	(0.0803 ms)
5963:		838	(0.0838 ms)
5964:		803	(0.0803 ms)
5965:		801	(0.0801 ms)
5966:		843	(0.0843 ms)
5967:		804	(0.0804 ms)
5968:		803	(0.0803 ms)
5969:		798	(0.0798 ms)
5970:		837	(0.0837 ms)
5971:		814	(0.0814 ms)
5972:		802	(0.0802 ms)
5973:		843	(0.0843 ms)
5974:		801	(0.0801 ms)
5975:		803	(0.0803 ms)
5976:		852	(0.0852 ms)
5977:		808	(0.0808 ms)
5978:		802	(0.0802 ms)
5979:		842	(0.0842 ms)
5980:		804	(0.0804 ms)
5981:		804	(0.0804 ms)
5982:		839	(0.0839 ms)
5983:		812	(0.0812 ms)
5984:		802	(0.0802 ms)
5985:		842	(0.0842 ms)
5986:		806	(0.0806 ms)
5987:		803	(0.0803 ms)
5988:		843	(0.0843 ms)
5989:		807	(0.0807 ms)
5990:		804	(0.0804 ms)
5991:		844	(0.0844 ms)
5992:		805	(0.0805 ms)
5993:		804	(0.0804 ms)
5994:		847	(0.0847 ms)
5995:		818	(0.0818 ms)
5996:		802	(0.0802 ms)
5997:		840	(0.084 ms)
5998:		804	(0.0804 ms)
5999:		802	(0.0802 ms)
6000:		806	(0.0806 ms)
6001:		830	(0.083 ms)
6002:		800	(0.08 ms)
6003:		799	(0.0799 ms)
6004:		834	(0.0834 ms)
6005:		803	(0.0803 ms)
6006:		800	(0.08 ms)
6007:		843	(0.0843 ms)
6008:		818	(0.0818 ms)
6009:		804	(0.0804 ms)
6010:		861	(0.0861 ms)
6011:		808	(0.0808 ms)
6012:		808	(0.0808 ms)
6013:		840	(0.084 ms)
6014:		808	(0.0808 ms)
6015:		805	(0.0805 ms)
6016:		839	(0.0839 ms)
6017:		803	(0.0803 ms)
6018:		802	(0.0802 ms)
6019:		839	(0.0839 ms)
6020:		1128	(0.1128 ms)
6021:		962	(0.0962 ms)
6022:		824	(0.0824 ms)
6023:		788	(0.0788 ms)
6024:		805	(0.0805 ms)
6025:		851	(0.0851 ms)
6026:		808	(0.0808 ms)
6027:		801	(0.0801 ms)
6028:		820	(0.082 ms)
6029:		790	(0.079 ms)
6030:		782	(0.0782 ms)
6031:		786	(0.0786 ms)
6032:		847	(0.0847 ms)
6033:		810	(0.081 ms)
6034:		801	(0.0801 ms)
6035:		836	(0.0836 ms)
6036:		804	(0.0804 ms)
6037:		804	(0.0804 ms)
6038:		840	(0.084 ms)
6039:		808	(0.0808 ms)
6040:		804	(0.0804 ms)
6041:		864	(0.0864 ms)
6042:		808	(0.0808 ms)
6043:		805	(0.0805 ms)
6044:		855	(0.0855 ms)
6045:		808	(0.0808 ms)
6046:		807	(0.0807 ms)
6047:		843	(0.0843 ms)
6048:		806	(0.0806 ms)
6049:		803	(0.0803 ms)
6050:		841	(0.0841 ms)
6051:		803	(0.0803 ms)
6052:		805	(0.0805 ms)
6053:		838	(0.0838 ms)
6054:		805	(0.0805 ms)
6055:		802	(0.0802 ms)
6056:		853	(0.0853 ms)
6057:		806	(0.0806 ms)
6058:		805	(0.0805 ms)
6059:		847	(0.0847 ms)
6060:		806	(0.0806 ms)
6061:		806	(0.0806 ms)
6062:		766	(0.0766 ms)
6063:		815	(0.0815 ms)
6064:		802	(0.0802 ms)
6065:		792	(0.0792 ms)
6066:		841	(0.0841 ms)
6067:		805	(0.0805 ms)
6068:		806	(0.0806 ms)
6069:		847	(0.0847 ms)
6070:		809	(0.0809 ms)
6071:		807	(0.0807 ms)
6072:		845	(0.0845 ms)
6073:		804	(0.0804 ms)
6074:		805	(0.0805 ms)
6075:		854	(0.0854 ms)
6076:		804	(0.0804 ms)
6077:		803	(0.0803 ms)
6078:		838	(0.0838 ms)
6079:		804	(0.0804 ms)
6080:		807	(0.0807 ms)
6081:		855	(0.0855 ms)
6082:		805	(0.0805 ms)
6083:		803	(0.0803 ms)
6084:		838	(0.0838 ms)
6085:		806	(0.0806 ms)
6086:		805	(0.0805 ms)
6087:		869	(0.0869 ms)
6088:		810	(0.081 ms)
6089:		811	(0.0811 ms)
6090:		853	(0.0853 ms)
6091:		806	(0.0806 ms)
6092:		812	(0.0812 ms)
6093:		816	(0.0816 ms)
6094:		843	(0.0843 ms)
6095:		803	(0.0803 ms)
6096:		805	(0.0805 ms)
6097:		840	(0.084 ms)
6098:		805	(0.0805 ms)
6099:		806	(0.0806 ms)
6100:		847	(0.0847 ms)
6101:		806	(0.0806 ms)
6102:		803	(0.0803 ms)
6103:		840	(0.084 ms)
6104:		804	(0.0804 ms)
6105:		814	(0.0814 ms)
6106:		860	(0.086 ms)
6107:		807	(0.0807 ms)
6108:		810	(0.081 ms)
6109:		844	(0.0844 ms)
6110:		807	(0.0807 ms)
6111:		799	(0.0799 ms)
6112:		842	(0.0842 ms)
6113:		812	(0.0812 ms)
6114:		786	(0.0786 ms)
6115:		832	(0.0832 ms)
6116:		808	(0.0808 ms)
6117:		805	(0.0805 ms)
6118:		857	(0.0857 ms)
6119:		803	(0.0803 ms)
6120:		807	(0.0807 ms)
6121:		851	(0.0851 ms)
6122:		807	(0.0807 ms)
6123:		806	(0.0806 ms)
6124:		847	(0.0847 ms)
6125:		805	(0.0805 ms)
6126:		803	(0.0803 ms)
6127:		805	(0.0805 ms)
6128:		842	(0.0842 ms)
6129:		803	(0.0803 ms)
6130:		815	(0.0815 ms)
6131:		843	(0.0843 ms)
6132:		807	(0.0807 ms)
6133:		804	(0.0804 ms)
6134:		839	(0.0839 ms)
6135:		807	(0.0807 ms)
6136:		811	(0.0811 ms)
6137:		844	(0.0844 ms)
6138:		804	(0.0804 ms)
6139:		803	(0.0803 ms)
6140:		851	(0.0851 ms)
6141:		805	(0.0805 ms)
6142:		806	(0.0806 ms)
6143:		838	(0.0838 ms)
6144:		803	(0.0803 ms)
6145:		804	(0.0804 ms)
6146:		835	(0.0835 ms)
6147:		821	(0.0821 ms)
6148:		800	(0.08 ms)
6149:		838	(0.0838 ms)
6150:		779	(0.0779 ms)
6151:		766	(0.0766 ms)
6152:		841	(0.0841 ms)
6153:		803	(0.0803 ms)
6154:		803	(0.0803 ms)
6155:		800	(0.08 ms)
6156:		857	(0.0857 ms)
6157:		808	(0.0808 ms)
6158:		802	(0.0802 ms)
6159:		858	(0.0858 ms)
6160:		805	(0.0805 ms)
6161:		802	(0.0802 ms)
6162:		842	(0.0842 ms)
6163:		802	(0.0802 ms)
6164:		801	(0.0801 ms)
6165:		840	(0.084 ms)
6166:		802	(0.0802 ms)
6167:		800	(0.08 ms)
6168:		839	(0.0839 ms)
6169:		809	(0.0809 ms)
6170:		801	(0.0801 ms)
6171:		859	(0.0859 ms)
6172:		809	(0.0809 ms)
6173:		806	(0.0806 ms)
6174:		848	(0.0848 ms)
6175:		806	(0.0806 ms)
6176:		805	(0.0805 ms)
6177:		847	(0.0847 ms)
6178:		804	(0.0804 ms)
6179:		805	(0.0805 ms)
6180:		840	(0.084 ms)
6181:		806	(0.0806 ms)
6182:		801	(0.0801 ms)
6183:		838	(0.0838 ms)
6184:		814	(0.0814 ms)
6185:		803	(0.0803 ms)
6186:		839	(0.0839 ms)
6187:		808	(0.0808 ms)
6188:		800	(0.08 ms)
6189:		803	(0.0803 ms)
6190:		847	(0.0847 ms)
6191:		804	(0.0804 ms)
6192:		804	(0.0804 ms)
6193:		815	(0.0815 ms)
6194:		776	(0.0776 ms)
6195:		804	(0.0804 ms)
6196:		850	(0.085 ms)
6197:		806	(0.0806 ms)
6198:		802	(0.0802 ms)
6199:		846	(0.0846 ms)
6200:		807	(0.0807 ms)
6201:		800	(0.08 ms)
6202:		837	(0.0837 ms)
6203:		806	(0.0806 ms)
6204:		802	(0.0802 ms)
6205:		854	(0.0854 ms)
6206:		811	(0.0811 ms)
6207:		807	(0.0807 ms)
6208:		952	(0.0952 ms)
6209:		1486	(0.1486 ms)
6210:		1101	(0.1101 ms)
6211:		1128	(0.1128 ms)
6212:		1039	(0.1039 ms)
6213:		1081	(0.1081 ms)
6214:		1020	(0.102 ms)
6215:		1069	(0.1069 ms)
6216:		1022	(0.1022 ms)
6217:		1029	(0.1029 ms)
6218:		1069	(0.1069 ms)
6219:		1008	(0.1008 ms)
6220:		1057	(0.1057 ms)
6221:		1028	(0.1028 ms)
6222:		1113	(0.1113 ms)
6223:		1465	(0.1465 ms)
6224:		1154	(0.1154 ms)
6225:		1182	(0.1182 ms)
6226:		1121	(0.1121 ms)
6227:		1169	(0.1169 ms)
6228:		1102	(0.1102 ms)
6229:		1145	(0.1145 ms)
6230:		1088	(0.1088 ms)
6231:		1085	(0.1085 ms)
6232:		1169	(0.1169 ms)
6233:		1115	(0.1115 ms)
6234:		1147	(0.1147 ms)
6235:		1117	(0.1117 ms)
6236:		1163	(0.1163 ms)
6237:		1103	(0.1103 ms)
6238:		1157	(0.1157 ms)
6239:		1110	(0.111 ms)
6240:		1100	(0.11 ms)
6241:		1135	(0.1135 ms)
6242:		1100	(0.11 ms)
6243:		1126	(0.1126 ms)
6244:		1105	(0.1105 ms)
6245:		1141	(0.1141 ms)
6246:		1081	(0.1081 ms)
6247:		1126	(0.1126 ms)
6248:		1098	(0.1098 ms)
6249:		1104	(0.1104 ms)
6250:		1221	(0.1221 ms)
6251:		1200	(0.12 ms)
6252:		1317	(0.1317 ms)
6253:		1227	(0.1227 ms)
6254:		1267	(0.1267 ms)
6255:		1220	(0.122 ms)
6256:		1272	(0.1272 ms)
6257:		1218	(0.1218 ms)
6258:		1264	(0.1264 ms)
6259:		1146	(0.1146 ms)
6260:		876	(0.0876 ms)
6261:		835	(0.0835 ms)
6262:		841	(0.0841 ms)
6263:		876	(0.0876 ms)
6264:		831	(0.0831 ms)
6265:		826	(0.0826 ms)
6266:		862	(0.0862 ms)
6267:		817	(0.0817 ms)
6268:		817	(0.0817 ms)
6269:		852	(0.0852 ms)
6270:		815	(0.0815 ms)
6271:		814	(0.0814 ms)
6272:		850	(0.085 ms)
6273:		821	(0.0821 ms)
6274:		812	(0.0812 ms)
6275:		852	(0.0852 ms)
6276:		813	(0.0813 ms)
6277:		810	(0.081 ms)
6278:		852	(0.0852 ms)
6279:		812	(0.0812 ms)
6280:		807	(0.0807 ms)
6281:		836	(0.0836 ms)
6282:		793	(0.0793 ms)
6283:		785	(0.0785 ms)
6284:		802	(0.0802 ms)
6285:		851	(0.0851 ms)
6286:		814	(0.0814 ms)
6287:		805	(0.0805 ms)
6288:		848	(0.0848 ms)
6289:		815	(0.0815 ms)
6290:		806	(0.0806 ms)
6291:		842	(0.0842 ms)
6292:		817	(0.0817 ms)
6293:		810	(0.081 ms)
6294:		861	(0.0861 ms)
6295:		811	(0.0811 ms)
6296:		808	(0.0808 ms)
6297:		860	(0.086 ms)
6298:		813	(0.0813 ms)
6299:		806	(0.0806 ms)
6300:		841	(0.0841 ms)
6301:		813	(0.0813 ms)
6302:		810	(0.081 ms)
6303:		847	(0.0847 ms)
6304:		812	(0.0812 ms)
6305:		806	(0.0806 ms)
6306:		847	(0.0847 ms)
6307:		812	(0.0812 ms)
6308:		807	(0.0807 ms)
6309:		901	(0.0901 ms)
6310:		812	(0.0812 ms)
6311:		810	(0.081 ms)
6312:		855	(0.0855 ms)
6313:		808	(0.0808 ms)
6314:		805	(0.0805 ms)
6315:		842	(0.0842 ms)
6316:		804	(0.0804 ms)
6317:		805	(0.0805 ms)
6318:		840	(0.084 ms)
6319:		812	(0.0812 ms)
6320:		810	(0.081 ms)
6321:		806	(0.0806 ms)
6322:		848	(0.0848 ms)
6323:		805	(0.0805 ms)
6324:		807	(0.0807 ms)
6325:		856	(0.0856 ms)
6326:		810	(0.081 ms)
6327:		803	(0.0803 ms)
6328:		847	(0.0847 ms)
6329:		803	(0.0803 ms)
6330:		807	(0.0807 ms)
6331:		841	(0.0841 ms)
6332:		802	(0.0802 ms)
6333:		805	(0.0805 ms)
6334:		851	(0.0851 ms)
6335:		809	(0.0809 ms)
6336:		805	(0.0805 ms)
6337:		838	(0.0838 ms)
6338:		805	(0.0805 ms)
6339:		804	(0.0804 ms)
6340:		844	(0.0844 ms)
6341:		810	(0.081 ms)
6342:		807	(0.0807 ms)
6343:		851	(0.0851 ms)
6344:		806	(0.0806 ms)
6345:		805	(0.0805 ms)
6346:		859	(0.0859 ms)
6347:		806	(0.0806 ms)
6348:		809	(0.0809 ms)
6349:		837	(0.0837 ms)
6350:		808	(0.0808 ms)
6351:		809	(0.0809 ms)
6352:		837	(0.0837 ms)
6353:		808	(0.0808 ms)
6354:		808	(0.0808 ms)
6355:		803	(0.0803 ms)
6356:		846	(0.0846 ms)
6357:		804	(0.0804 ms)
6358:		814	(0.0814 ms)
6359:		862	(0.0862 ms)
6360:		814	(0.0814 ms)
6361:		805	(0.0805 ms)
6362:		848	(0.0848 ms)
6363:		807	(0.0807 ms)
6364:		809	(0.0809 ms)
6365:		848	(0.0848 ms)
6366:		808	(0.0808 ms)
6367:		804	(0.0804 ms)
6368:		844	(0.0844 ms)
6369:		806	(0.0806 ms)
6370:		840	(0.084 ms)
6371:		1511	(0.1511 ms)
6372:		1487	(0.1487 ms)
6373:		1358	(0.1358 ms)
6374:		860	(0.086 ms)
6375:		812	(0.0812 ms)
6376:		807	(0.0807 ms)
6377:		849	(0.0849 ms)
6378:		808	(0.0808 ms)
6379:		811	(0.0811 ms)
6380:		855	(0.0855 ms)
6381:		810	(0.081 ms)
6382:		806	(0.0806 ms)
6383:		848	(0.0848 ms)
6384:		808	(0.0808 ms)
6385:		807	(0.0807 ms)
6386:		846	(0.0846 ms)
6387:		807	(0.0807 ms)
6388:		799	(0.0799 ms)
6389:		855	(0.0855 ms)
6390:		806	(0.0806 ms)
6391:		806	(0.0806 ms)
6392:		854	(0.0854 ms)
6393:		785	(0.0785 ms)
6394:		787	(0.0787 ms)
6395:		839	(0.0839 ms)
6396:		808	(0.0808 ms)
6397:		796	(0.0796 ms)
6398:		805	(0.0805 ms)
6399:		839	(0.0839 ms)
6400:		811	(0.0811 ms)
6401:		809	(0.0809 ms)
6402:		848	(0.0848 ms)
6403:		806	(0.0806 ms)
6404:		807	(0.0807 ms)
6405:		864	(0.0864 ms)
6406:		812	(0.0812 ms)
6407:		803	(0.0803 ms)
6408:		849	(0.0849 ms)
6409:		807	(0.0807 ms)
6410:		807	(0.0807 ms)
6411:		847	(0.0847 ms)
6412:		809	(0.0809 ms)
6413:		810	(0.081 ms)
6414:		847	(0.0847 ms)
6415:		808	(0.0808 ms)
6416:		808	(0.0808 ms)
6417:		850	(0.085 ms)
6418:		812	(0.0812 ms)
6419:		803	(0.0803 ms)
6420:		846	(0.0846 ms)
6421:		806	(0.0806 ms)
6422:		807	(0.0807 ms)
6423:		848	(0.0848 ms)
6424:		808	(0.0808 ms)
6425:		806	(0.0806 ms)
6426:		843	(0.0843 ms)
6427:		809	(0.0809 ms)
6428:		804	(0.0804 ms)
6429:		854	(0.0854 ms)
6430:		809	(0.0809 ms)
6431:		805	(0.0805 ms)
6432:		805	(0.0805 ms)
6433:		843	(0.0843 ms)
6434:		808	(0.0808 ms)
6435:		804	(0.0804 ms)
6436:		840	(0.084 ms)
6437:		803	(0.0803 ms)
6438:		804	(0.0804 ms)
6439:		853	(0.0853 ms)
6440:		805	(0.0805 ms)
6441:		812	(0.0812 ms)
6442:		847	(0.0847 ms)
6443:		807	(0.0807 ms)
6444:		807	(0.0807 ms)
6445:		843	(0.0843 ms)
6446:		805	(0.0805 ms)
6447:		804	(0.0804 ms)
6448:		839	(0.0839 ms)
6449:		802	(0.0802 ms)
6450:		803	(0.0803 ms)
6451:		845	(0.0845 ms)
6452:		805	(0.0805 ms)
6453:		810	(0.081 ms)
6454:		854	(0.0854 ms)
6455:		806	(0.0806 ms)
6456:		802	(0.0802 ms)
6457:		846	(0.0846 ms)
6458:		810	(0.081 ms)
6459:		806	(0.0806 ms)
6460:		844	(0.0844 ms)
6461:		808	(0.0808 ms)
6462:		809	(0.0809 ms)
6463:		840	(0.084 ms)
6464:		807	(0.0807 ms)
6465:		817	(0.0817 ms)
6466:		807	(0.0807 ms)
6467:		840	(0.084 ms)
6468:		811	(0.0811 ms)
6469:		805	(0.0805 ms)
6470:		845	(0.0845 ms)
6471:		812	(0.0812 ms)
6472:		804	(0.0804 ms)
6473:		848	(0.0848 ms)
6474:		805	(0.0805 ms)
6475:		800	(0.08 ms)
6476:		841	(0.0841 ms)
6477:		807	(0.0807 ms)
6478:		816	(0.0816 ms)
6479:		842	(0.0842 ms)
6480:		808	(0.0808 ms)
6481:		804	(0.0804 ms)
6482:		842	(0.0842 ms)
6483:		809	(0.0809 ms)
6484:		807	(0.0807 ms)
6485:		844	(0.0844 ms)
6486:		811	(0.0811 ms)
6487:		806	(0.0806 ms)
6488:		860	(0.086 ms)
6489:		809	(0.0809 ms)
6490:		813	(0.0813 ms)
6491:		843	(0.0843 ms)
6492:		808	(0.0808 ms)
6493:		804	(0.0804 ms)
6494:		828	(0.0828 ms)
6495:		808	(0.0808 ms)
6496:		805	(0.0805 ms)
6497:		836	(0.0836 ms)
6498:		813	(0.0813 ms)
6499:		806	(0.0806 ms)
6500:		804	(0.0804 ms)
6501:		843	(0.0843 ms)
6502:		816	(0.0816 ms)
6503:		802	(0.0802 ms)
6504:		851	(0.0851 ms)
6505:		807	(0.0807 ms)
6506:		804	(0.0804 ms)
6507:		850	(0.085 ms)
6508:		805	(0.0805 ms)
6509:		803	(0.0803 ms)
6510:		845	(0.0845 ms)
6511:		807	(0.0807 ms)
6512:		806	(0.0806 ms)
6513:		839	(0.0839 ms)
6514:		818	(0.0818 ms)
6515:		803	(0.0803 ms)
6516:		842	(0.0842 ms)
6517:		809	(0.0809 ms)
6518:		807	(0.0807 ms)
6519:		843	(0.0843 ms)
6520:		770	(0.077 ms)
6521:		786	(0.0786 ms)
6522:		851	(0.0851 ms)
6523:		808	(0.0808 ms)
6524:		807	(0.0807 ms)
6525:		823	(0.0823 ms)
6526:		773	(0.0773 ms)
6527:		818	(0.0818 ms)
6528:		805	(0.0805 ms)
6529:		838	(0.0838 ms)
6530:		805	(0.0805 ms)
6531:		804	(0.0804 ms)
6532:		835	(0.0835 ms)
6533:		808	(0.0808 ms)
6534:		804	(0.0804 ms)
6535:		836	(0.0836 ms)
6536:		804	(0.0804 ms)
6537:		805	(0.0805 ms)
6538:		855	(0.0855 ms)
6539:		820	(0.082 ms)
6540:		805	(0.0805 ms)
6541:		845	(0.0845 ms)
6542:		806	(0.0806 ms)
6543:		801	(0.0801 ms)
